1.024799999999999933e+00,2.031800000000000050e+00,9.630699999999999150e+00,8.163999999999999702e+00,1.796199999999999974e+01,4.561300000000000132e+00,2.443700000000000117e+01,6.735399999999999920e+01,5.559300000000000352e+01,5.002100000000000435e+00,4.928099999999999703e+00,1.304400000000000048e+01,2.919600000000000151e+01,3.583100000000000307e+01,9.413000000000000256e-01,8.029999999999999361e+00,2.072700000000000031e+01,2.402299999999999969e+01,3.583800000000000097e+01,3.009199999999999875e+01,8.866600000000000037e+00,3.359799999999999898e+01,1.016999999999999993e+01,3.586500000000000199e+01,5.583800000000000097e+01,1.193800000000000061e+01,2.959600000000000009e+01,2.403300000000000125e+01,4.320400000000000063e+01,4.996400000000000396e+00,8.031600000000000250e+01,5.616199999999999903e+01,2.230999999999999872e+01,2.252899999999999991e+01,8.496100000000000207e+00,1.862999999999999989e+00,4.398699999999999832e+00,2.362300000000000111e+01,3.099699999999999989e+01,1.704299999999999926e+00,2.290299999999999869e+01,3.693700000000000205e+00,1.899499999999999966e+00,2.836599999999999788e+00,9.192899999999999849e+00,9.905599999999999739e+00,2.703199999999999825e+00,2.282300000000000040e+01,7.768500000000000405e+00,3.903099999999999881e+01,1.159800000000000075e+01,1.826000000000000068e+00,3.266700000000000159e+00,8.212000000000000455e+01,6.427599999999999980e+00,2.168900000000000006e+01,6.926099999999999923e+00,1.760500000000000043e+01,4.927500000000000213e+00,1.386999999999999922e+01,4.176300000000000345e+00,6.274099999999999788e+00,5.027800000000000047e+00,1.095299999999999940e+00,8.623300000000000409e+01,1.739699999999999847e+01,8.494099999999999540e+00,9.264799999999999702e-01,4.626700000000000301e+01,5.233200000000000074e+01,9.544100000000000250e+00,4.402800000000000047e+00,2.476599999999999824e+01,2.030799999999999983e+01,1.093099999999999916e+01,3.274000000000000021e+00,8.101499999999999702e+00,1.608200000000000074e+00,nan,9.401399999999999757e-01,3.456500000000000128e+00,5.194499999999999673e+00,9.733800000000000452e+00,3.635699999999999932e+01,9.461999999999999744e+00,5.985499999999999687e+01,4.752900000000000347e+01,9.111700000000000799e+00,4.235599999999999810e+00,9.169700000000000628e+00,4.285199999999999676e+01,9.998300000000000409e+00,1.302800000000000047e+01,4.278999999999999915e+01,1.142900000000000027e+01
4.936399999999999721e+01,3.174399999999999888e+00,1.043900000000000006e+01,8.354400000000000048e+00,1.826999999999999957e+01,4.905899999999999928e+00,3.603699999999999903e+01,6.778900000000000148e+01,5.613000000000000256e+01,5.131700000000000372e+00,5.936300000000000132e+00,2.436299999999999955e+01,5.458800000000000097e+01,4.726200000000000045e+01,7.665899999999999714e+00,8.203500000000000014e+00,2.087199999999999989e+01,2.769000000000000128e+01,3.606499999999999773e+01,3.232999999999999829e+01,1.076200000000000045e+01,3.392900000000000205e+01,1.035899999999999999e+01,3.596399999999999864e+01,5.599099999999999966e+01,1.506099999999999994e+01,3.659000000000000341e+01,2.965899999999999892e+01,4.336200000000000188e+01,5.330599999999999561e+00,nan,5.665899999999999892e+01,3.412199999999999989e+01,3.992399999999999949e+01,8.895599999999999952e+00,2.709400000000000119e+01,6.139700000000000379e+00,2.376000000000000156e+01,3.210000000000000142e+01,7.929899999999999949e+00,2.387199999999999989e+01,3.904900000000000038e+00,8.189500000000000668e+00,8.498499999999999943e+00,9.340099999999999625e+00,1.009399999999999942e+01,2.235800000000000054e+01,2.742999999999999972e+01,7.964999999999999858e+00,3.936599999999999966e+01,1.185800000000000054e+01,2.899900000000000144e+00,4.204699999999999882e+00,8.225799999999999557e+01,3.290500000000000114e+01,2.179500000000000171e+01,7.137699999999999712e+00,2.150499999999999901e+01,8.736200000000000188e+00,1.420500000000000007e+01,4.305299999999999905e+00,6.874600000000000044e+00,5.300500000000000433e+00,1.239800000000000013e+00,9.122100000000000364e+01,1.870400000000000063e+01,3.595799999999999841e+01,1.259600000000000053e+00,4.649499999999999744e+01,5.271999999999999886e+01,9.688000000000000611e+00,4.540300000000000225e+00,4.515299999999999869e+01,2.812699999999999889e+01,1.157000000000000028e+01,4.296999999999999886e+01,2.009499999999999886e+01,1.366999999999999993e+01,nan,2.028999999999999915e+01,9.428900000000000503e+00,2.673600000000000065e+01,2.689499999999999957e+01,5.502100000000000080e+01,1.293800000000000061e+01,5.998899999999999721e+01,5.430400000000000205e+01,9.655799999999999272e+00,4.603299999999999947e+00,9.805600000000000094e+00,4.320300000000000296e+01,1.209999999999999964e+01,3.092699999999999960e+01,4.896200000000000330e+01,3.573199999999999932e+01
5.039800000000000324e+01,3.401100000000000012e+00,1.093800000000000061e+01,9.462199999999999278e+00,2.076899999999999835e+01,5.499399999999999622e+00,3.888700000000000045e+01,6.798399999999999466e+01,5.638799999999999812e+01,5.563299999999999912e+00,1.666199999999999903e+01,2.453900000000000148e+01,5.619700000000000273e+01,4.762400000000000233e+01,7.791999999999999815e+00,1.583699999999999974e+01,2.267399999999999949e+01,3.262800000000000011e+01,3.755100000000000193e+01,3.245799999999999841e+01,1.173300000000000054e+01,3.403499999999999659e+01,1.096100000000000030e+01,5.536399999999999721e+01,5.845900000000000318e+01,1.883699999999999974e+01,3.688799999999999812e+01,3.458800000000000097e+01,6.645199999999999818e+01,5.468799999999999883e+00,nan,5.692999999999999972e+01,3.425600000000000023e+01,4.215699999999999648e+01,2.986100000000000065e+01,3.089900000000000091e+01,6.274700000000000166e+00,2.686299999999999955e+01,3.759300000000000352e+01,8.827199999999999491e+00,2.433699999999999974e+01,4.039900000000000269e+00,1.630300000000000082e+01,8.626400000000000290e+00,3.885199999999999676e+01,5.506000000000000227e+01,3.602199999999999847e+01,4.523199999999999932e+01,1.206199999999999939e+01,3.955899999999999750e+01,1.217300000000000004e+01,8.897100000000000009e+00,5.727599999999999802e+00,8.379699999999999704e+01,3.350099999999999767e+01,2.207300000000000040e+01,1.114300000000000068e+01,3.019800000000000040e+01,8.858700000000000685e+00,3.905400000000000205e+01,4.531500000000000306e+00,2.664000000000000057e+01,5.828100000000000058e+00,1.909799999999999942e+00,nan,1.893199999999999861e+01,4.439800000000000324e+01,2.893100000000000005e+00,4.826599999999999824e+01,5.649000000000000199e+01,9.825900000000000745e+00,8.537100000000000577e+00,4.552499999999999858e+01,2.823000000000000043e+01,2.236299999999999955e+01,4.690299999999999869e+01,2.053999999999999915e+01,3.012000000000000099e+01,nan,2.087399999999999878e+01,9.864499999999999602e+00,3.802900000000000347e+01,2.712999999999999901e+01,5.526200000000000045e+01,2.043199999999999861e+01,6.083100000000000307e+01,5.499900000000000233e+01,3.007300000000000040e+01,6.930600000000000094e+00,9.941700000000000870e+00,4.855700000000000216e+01,1.820799999999999841e+01,3.142899999999999849e+01,4.936299999999999955e+01,4.125999999999999801e+01
5.159300000000000352e+01,3.557799999999999851e+00,1.103800000000000026e+01,1.022499999999999964e+01,2.959400000000000119e+01,5.599400000000000155e+00,3.936899999999999977e+01,6.833100000000000307e+01,nan,5.927500000000000213e+00,1.677400000000000091e+01,3.322999999999999687e+01,5.663100000000000023e+01,4.789399999999999835e+01,8.586800000000000210e+00,1.600900000000000034e+01,3.825699999999999790e+01,3.272500000000000142e+01,4.389000000000000057e+01,3.269500000000000028e+01,3.010000000000000142e+01,4.305400000000000205e+01,1.132699999999999996e+01,5.546800000000000352e+01,5.859799999999999898e+01,2.750600000000000023e+01,3.757500000000000284e+01,3.490299999999999869e+01,6.665300000000000580e+01,6.027700000000000280e+00,nan,5.729399999999999693e+01,3.735900000000000176e+01,4.238700000000000045e+01,3.469500000000000028e+01,3.125700000000000145e+01,6.997200000000000308e+00,2.697100000000000009e+01,5.359700000000000131e+01,9.093400000000000816e+00,3.896099999999999852e+01,4.409799999999999720e+00,3.087199999999999989e+01,2.266400000000000148e+01,3.932600000000000051e+01,nan,5.219899999999999807e+01,4.552900000000000347e+01,1.243800000000000061e+01,4.155700000000000216e+01,1.230700000000000038e+01,9.294600000000000861e+00,5.975399999999999601e+00,8.406799999999999784e+01,3.432900000000000063e+01,2.343299999999999983e+01,1.685900000000000176e+01,3.093100000000000094e+01,1.286400000000000077e+01,4.755599999999999739e+01,7.369600000000000151e+00,3.386399999999999721e+01,7.142800000000000260e+00,2.030400000000000205e+00,nan,1.960099999999999909e+01,4.762899999999999778e+01,3.331100000000000172e+00,6.465999999999999659e+01,5.666899999999999693e+01,4.432800000000000296e+01,8.596500000000000696e+00,5.229299999999999926e+01,3.869800000000000040e+01,2.265700000000000003e+01,7.036599999999999966e+01,3.933200000000000074e+01,4.864000000000000057e+01,nan,2.098900000000000077e+01,3.550200000000000244e+01,3.820199999999999818e+01,2.822800000000000153e+01,5.566199999999999903e+01,2.833899999999999864e+01,7.668600000000000705e+01,5.526800000000000068e+01,3.048900000000000077e+01,1.013299999999999912e+01,1.016000000000000014e+01,4.873100000000000165e+01,2.462300000000000111e+01,3.349399999999999977e+01,7.776000000000000512e+01,4.137100000000000222e+01
5.185799999999999699e+01,1.290499999999999936e+01,1.199200000000000088e+01,1.060200000000000031e+01,3.009700000000000131e+01,6.662499999999999645e+00,3.946000000000000085e+01,6.889199999999999591e+01,nan,7.199300000000000033e+00,1.709600000000000009e+01,5.032000000000000028e+01,6.992799999999999727e+01,4.869599999999999795e+01,8.966799999999999216e+00,1.626200000000000045e+01,3.838700000000000045e+01,3.525699999999999790e+01,5.616299999999999670e+01,3.339699999999999847e+01,3.047500000000000142e+01,4.466599999999999682e+01,2.383699999999999974e+01,5.595900000000000318e+01,nan,3.509799999999999898e+01,4.066700000000000159e+01,3.536999999999999744e+01,7.919400000000000261e+01,6.825899999999999856e+00,nan,5.806300000000000239e+01,3.755799999999999983e+01,4.260199999999999676e+01,3.539699999999999847e+01,3.250600000000000023e+01,7.140799999999999592e+00,4.273599999999999710e+01,5.428999999999999915e+01,2.399099999999999966e+01,4.367000000000000171e+01,4.896099999999999675e+00,3.100000000000000000e+01,2.362999999999999901e+01,4.423799999999999955e+01,nan,5.229699999999999704e+01,5.131700000000000017e+01,1.285699999999999932e+01,4.320400000000000063e+01,1.376999999999999957e+01,1.529800000000000004e+01,7.133700000000000152e+00,8.462500000000000000e+01,3.563400000000000034e+01,2.469800000000000040e+01,1.712000000000000099e+01,3.122700000000000031e+01,1.319500000000000028e+01,4.819400000000000261e+01,7.774899999999999700e+00,3.422099999999999653e+01,1.019800000000000040e+01,8.237999999999999545e+00,nan,2.013500000000000156e+01,5.632699999999999818e+01,3.699500000000000011e+00,6.478900000000000148e+01,5.715699999999999648e+01,4.621999999999999886e+01,2.155799999999999983e+01,5.295600000000000307e+01,4.412899999999999778e+01,2.283099999999999952e+01,7.051699999999999591e+01,6.729999999999999716e+01,5.173100000000000165e+01,nan,3.142800000000000082e+01,4.693599999999999994e+01,3.839399999999999835e+01,2.843199999999999861e+01,6.990300000000000580e+01,2.859700000000000131e+01,7.719299999999999784e+01,5.599099999999999966e+01,4.643200000000000216e+01,1.316900000000000048e+01,3.626500000000000057e+01,5.415800000000000125e+01,2.519900000000000162e+01,3.360199999999999676e+01,8.581399999999999295e+01,4.278999999999999915e+01
5.222200000000000131e+01,1.316699999999999982e+01,1.210500000000000043e+01,1.073199999999999932e+01,3.036899999999999977e+01,7.105299999999999727e+00,5.521900000000000119e+01,6.962000000000000455e+01,nan,7.467600000000000016e+00,1.733699999999999974e+01,7.276500000000000057e+01,7.618399999999999750e+01,5.245700000000000074e+01,1.270199999999999996e+01,1.752700000000000102e+01,5.115899999999999892e+01,3.540500000000000114e+01,7.668800000000000239e+01,3.352499999999999858e+01,3.220100000000000051e+01,4.616400000000000148e+01,2.400199999999999889e+01,7.772299999999999898e+01,nan,6.066199999999999903e+01,4.729800000000000182e+01,3.579999999999999716e+01,8.609000000000000341e+01,8.737099999999999866e+00,nan,5.859499999999999886e+01,4.009599999999999653e+01,4.385799999999999699e+01,3.582099999999999795e+01,4.295600000000000307e+01,8.758499999999999730e+00,4.312899999999999778e+01,5.459300000000000352e+01,2.417000000000000171e+01,4.389399999999999835e+01,5.022999999999999687e+00,3.393200000000000216e+01,4.006300000000000239e+01,5.061699999999999733e+01,nan,8.466599999999999682e+01,5.153099999999999881e+01,1.663299999999999912e+01,4.825500000000000256e+01,1.676000000000000156e+01,1.573099999999999987e+01,7.257399999999999629e+00,8.926200000000000045e+01,3.575399999999999778e+01,2.496900000000000119e+01,1.725700000000000145e+01,3.581900000000000261e+01,1.373199999999999932e+01,4.882399999999999807e+01,7.924800000000000288e+00,4.436299999999999955e+01,1.059299999999999997e+01,1.306000000000000050e+01,nan,2.042299999999999827e+01,5.662700000000000244e+01,3.831100000000000172e+00,6.532099999999999795e+01,5.733299999999999841e+01,5.229899999999999949e+01,2.899500000000000099e+01,5.610000000000000142e+01,4.570300000000000296e+01,2.419800000000000040e+01,7.400100000000000477e+01,7.892199999999999704e+01,5.196800000000000352e+01,nan,3.576400000000000290e+01,4.702900000000000347e+01,4.015599999999999881e+01,3.096000000000000085e+01,7.015200000000000102e+01,2.893799999999999883e+01,7.789499999999999602e+01,5.986899999999999977e+01,4.702700000000000102e+01,1.330100000000000016e+01,4.306199999999999761e+01,8.115500000000000114e+01,2.543100000000000094e+01,4.468699999999999761e+01,8.651600000000000534e+01,4.416299999999999670e+01
5.242900000000000205e+01,1.344100000000000072e+01,1.240000000000000036e+01,4.698400000000000176e+01,3.049899999999999878e+01,7.242300000000000182e+00,5.563300000000000267e+01,6.976099999999999568e+01,nan,7.923399999999999999e+00,1.823100000000000165e+01,9.768399999999999750e+01,7.871800000000000352e+01,5.446900000000000119e+01,1.289799999999999969e+01,2.698799999999999955e+01,5.142499999999999716e+01,5.145600000000000307e+01,7.718899999999999295e+01,5.682800000000000296e+01,3.549799999999999756e+01,4.631799999999999784e+01,2.422800000000000153e+01,9.072599999999999909e+01,nan,6.076899999999999835e+01,4.754999999999999716e+01,5.146699999999999875e+01,8.645900000000000318e+01,9.494699999999999918e+00,nan,5.908899999999999864e+01,4.059000000000000341e+01,5.061899999999999977e+01,4.173199999999999932e+01,4.378900000000000148e+01,9.839900000000000091e+00,4.822800000000000153e+01,5.492600000000000193e+01,3.303499999999999659e+01,4.405899999999999750e+01,8.365899999999999892e+00,3.529200000000000159e+01,4.210699999999999932e+01,5.121800000000000352e+01,nan,8.494599999999999795e+01,5.179599999999999937e+01,2.229899999999999949e+01,7.868500000000000227e+01,2.579400000000000048e+01,1.587199999999999989e+01,8.703200000000000713e+00,nan,6.729000000000000625e+01,2.517000000000000171e+01,1.766000000000000014e+01,3.673100000000000165e+01,1.735399999999999920e+01,8.023699999999999477e+01,9.668699999999999406e+00,4.618299999999999983e+01,1.406600000000000072e+01,1.316699999999999982e+01,nan,3.929299999999999926e+01,6.772599999999999909e+01,3.966000000000000192e+00,6.702400000000000091e+01,5.772399999999999665e+01,5.520199999999999818e+01,2.916900000000000048e+01,5.622899999999999920e+01,4.698499999999999943e+01,2.496300000000000097e+01,nan,7.939799999999999613e+01,5.311699999999999733e+01,nan,5.495600000000000307e+01,4.966899999999999693e+01,4.072299999999999898e+01,3.122299999999999898e+01,nan,3.097500000000000142e+01,7.801699999999999591e+01,7.175300000000000011e+01,4.739900000000000091e+01,1.489199999999999946e+01,4.716299999999999670e+01,9.199599999999999511e+01,2.555900000000000105e+01,4.633400000000000318e+01,8.693099999999999739e+01,4.469100000000000250e+01
5.272500000000000142e+01,2.164300000000000068e+01,1.249300000000000033e+01,4.720400000000000063e+01,3.072400000000000020e+01,8.102199999999999847e+00,5.582900000000000063e+01,7.078600000000000136e+01,nan,8.040599999999999525e+00,2.698400000000000176e+01,9.775900000000000034e+01,8.249800000000000466e+01,5.940100000000000335e+01,1.485299999999999976e+01,2.789999999999999858e+01,5.431900000000000261e+01,5.183800000000000097e+01,7.865699999999999648e+01,5.869100000000000250e+01,3.570100000000000051e+01,4.646800000000000352e+01,2.450600000000000023e+01,nan,nan,6.528700000000000614e+01,4.768800000000000239e+01,5.259499999999999886e+01,9.608499999999999375e+01,9.793799999999999173e+00,nan,5.959100000000000108e+01,4.356099999999999994e+01,6.049799999999999756e+01,4.691799999999999926e+01,4.422200000000000131e+01,1.050500000000000078e+01,4.843099999999999739e+01,6.383100000000000307e+01,3.345700000000000074e+01,5.192699999999999960e+01,1.120199999999999996e+01,4.422699999999999676e+01,4.223799999999999955e+01,5.144800000000000040e+01,nan,8.591500000000000625e+01,5.232999999999999829e+01,2.245400000000000063e+01,7.911899999999999977e+01,2.599500000000000099e+01,2.630199999999999960e+01,2.233800000000000097e+01,nan,6.991899999999999693e+01,4.668900000000000006e+01,1.837000000000000099e+01,4.088400000000000034e+01,1.760099999999999909e+01,9.925700000000000500e+01,9.766099999999999781e+00,4.642000000000000171e+01,1.420700000000000074e+01,1.886599999999999966e+01,nan,3.943599999999999994e+01,6.785200000000000387e+01,1.833999999999999986e+01,7.699699999999999989e+01,7.712999999999999545e+01,5.599699999999999989e+01,4.146200000000000330e+01,6.617199999999999704e+01,4.726599999999999824e+01,2.849399999999999977e+01,nan,8.112999999999999545e+01,6.708899999999999864e+01,nan,5.506900000000000261e+01,5.105899999999999750e+01,4.139999999999999858e+01,3.462400000000000233e+01,nan,3.119699999999999918e+01,7.862999999999999545e+01,7.668800000000000239e+01,5.195600000000000307e+01,1.536899999999999977e+01,5.459300000000000352e+01,9.232399999999999807e+01,3.045799999999999841e+01,4.649499999999999744e+01,nan,4.513799999999999812e+01
